centrourbano;departamento;sector;ambito;grado;0años;1año;2años;3años;4años;5años;6años;7años;8años;9años;10años;11años;12años;13años;14años;15años;16años;17años;18años;19años;20años;21años;22años;23años;24años;25años;26años;27años;28años;29años;30añosymás;TotalAlumnos
Gran Buenos Aires;LA MATANZA;Estatal;Urbano;Sala de 4;     ;     ;     ;     ;11623;31;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;11654
Gran Buenos Aires;LA MATANZA;Estatal;Urbano;Sala de 5;     ;     ;     ;     ;     ;12916;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;12916
Gran Buenos Aires;LA MATANZA;Estatal;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1278;1304;1248;1114;1063;1006;954;901;720;767;676;693;3921;15645
Gran Buenos Aires;LA MATANZA;Privado;Urbano; ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;0
Gran Buenos Aires;LA MATANZA;Privado;Urbano;1°;     ;     ;     ;     ;     ;     ;8223;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;8224
Gran Buenos Aires;LA MATANZA;Privado;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;6545;457;62;6;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;7070
Gran Buenos Aires;LA MATANZA;Privado;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;6204;447;57;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;6710
Gran Buenos Aires;LA MATANZA;Privado;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;6168;442;39;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;6649
Gran Buenos Aires;LA MATANZA;Privado;Urbano;13°/14°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;212;10;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;222
Gran Buenos Aires;LA MATANZA;Privado;Urbano;2°;     ;     ;     ;     ;     ;     ;     ;8289;46;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;8336
Gran Buenos Aires;LA MATANZA;Privado;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;     ;8309;54;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;8363
Gran Buenos Aires;LA MATANZA;Privado;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;     ;8252;50;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;8302
Gran Buenos Aires;LA MATANZA;Privado;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;8178;35;3;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;8216
Gran Buenos Aires;LA MATANZA;Privado;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;8042;38;5;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;8085
Gran Buenos Aires;LA MATANZA;Privado;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;7476;250;16;4;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;7746
Gran Buenos Aires;LA MATANZA;Privado;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;7122;344;29;5;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;7500
Gran Buenos Aires;LA MATANZA;Privado;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;6590;386;36;10;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;7022
Gran Buenos Aires;LA MATANZA;Privado;Urbano;Deambuladores;     ;68;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;68
Gran Buenos Aires;LA MATANZA;Privado;Urbano;Sala de 2;     ;     ;895;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;895
Gran Buenos Aires;LA MATANZA;Privado;Urbano;Sala de 3;     ;     ;     ;4363;5;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4368
Gran Buenos Aires;LA MATANZA;Privado;Urbano;Sala de 4;     ;     ;     ;     ;5985;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;5985
Gran Buenos Aires;LA MATANZA;Privado;Urbano;Sala de 5;     ;     ;     ;     ;     ;6845;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;6845
Gran Buenos Aires;LA MATANZA;Privado;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;144;174;204;163;166;155;179;151;154;115;123;95;561;2384
Gran Buenos Aires;LANUS;Estatal;Urbano; ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;0
Gran Buenos Aires;LANUS;Estatal;Urbano;1°;     ;     ;     ;     ;     ;     ;3612;5;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3618
Gran Buenos Aires;LANUS;Estatal;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3157;931;446;168;59;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4761
Gran Buenos Aires;LANUS;Estatal;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2657;958;367;105;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4087
Gran Buenos Aires;LANUS;Estatal;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2416;750;264;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3430
Gran Buenos Aires;LANUS;Estatal;Urbano;13°/14°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;373;59;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;432
Gran Buenos Aires;LANUS;Estatal;Urbano;2°;     ;     ;     ;     ;     ;     ;     ;3793;304;30;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4128
Gran Buenos Aires;LANUS;Estatal;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;     ;3909;404;52;5;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4371
Gran Buenos Aires;LANUS;Estatal;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;     ;3790;295;68;10;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4165
Gran Buenos Aires;LANUS;Estatal;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3937;338;92;20;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4389
Gran Buenos Aires;LANUS;Estatal;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3767;323;90;17;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4198
Gran Buenos Aires;LANUS;Estatal;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3685;682;180;71;20;10;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4649
Gran Buenos Aires;LANUS;Estatal;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3675;934;287;104;72;18;3;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;5093
Gran Buenos Aires;LANUS;Estatal;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3440;835;317;160;50;5;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4807
Gran Buenos Aires;LANUS;Estatal;Urbano;Deambuladores;     ;74;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;74
Gran Buenos Aires;LANUS;Estatal;Urbano;Lactantes;30;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;31
Gran Buenos Aires;LANUS;Estatal;Urbano;Sala de 2;     ;     ;293;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;293
Gran Buenos Aires;LANUS;Estatal;Urbano;Sala de 3;     ;     ;     ;2203;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2203
Gran Buenos Aires;LANUS;Estatal;Urbano;Sala de 4;     ;     ;     ;     ;3183;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3183
Gran Buenos Aires;LANUS;Estatal;Urbano;Sala de 5;     ;     ;     ;     ;     ;3478;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3478
Gran Buenos Aires;LANUS;Estatal;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;22;52;62;64;84;48;42;41;18;22;20;52;135;662
Gran Buenos Aires;LANUS;Privado;Urbano; ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;0
Gran Buenos Aires;LANUS;Privado;Urbano;1°;     ;     ;     ;     ;     ;     ;2640;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2640
Gran Buenos Aires;LANUS;Privado;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2161;163;20;5;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2349
Gran Buenos Aires;LANUS;Privado;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2179;107;14;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2302
Gran Buenos Aires;LANUS;Privado;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2216;128;11;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2355
Gran Buenos Aires;LANUS;Privado;Urbano;13°/14°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;37;4;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;41
Gran Buenos Aires;LANUS;Privado;Urbano;2°;     ;     ;     ;     ;     ;     ;     ;2689;21;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2712
Gran Buenos Aires;LANUS;Privado;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;     ;2644;20;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2664
Gran Buenos Aires;LANUS;Privado;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;     ;2695;28;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2723
Gran Buenos Aires;LANUS;Privado;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2665;17;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2683
Gran Buenos Aires;LANUS;Privado;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2705;11;1;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2718
Gran Buenos Aires;LANUS;Privado;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2498;72;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2571
Gran Buenos Aires;LANUS;Privado;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2412;89;4;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2506
Gran Buenos Aires;LANUS;Privado;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2330;132;11;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2475
Gran Buenos Aires;LANUS;Privado;Urbano;Deambuladores;     ;116;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;116
Gran Buenos Aires;LANUS;Privado;Urbano;Lactantes;25;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;25
Gran Buenos Aires;LANUS;Privado;Urbano;Sala de 2;     ;     ;533;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;533
Gran Buenos Aires;LANUS;Privado;Urbano;Sala de 3;     ;     ;     ;1834;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1834
Gran Buenos Aires;LANUS;Privado;Urbano;Sala de 4;     ;     ;     ;     ;2071;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2071
Gran Buenos Aires;LANUS;Privado;Urbano;Sala de 5;     ;     ;     ;     ;     ;2236;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2236
Gran Buenos Aires;LANUS;Privado;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;56;93;98;73;66;59;60;46;50;28;28;31;231;919
Gran Buenos Aires;LOMAS DE ZAMORA;Estatal;Urbano; ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;0
Gran Buenos Aires;LOMAS DE ZAMORA;Estatal;Urbano;1°;     ;     ;     ;     ;     ;     ;6559;23;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;6584
Gran Buenos Aires;LOMAS DE ZAMORA;Estatal;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;5643;1539;740;221;48;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;8191
Gran Buenos Aires;LOMAS DE ZAMORA;Estatal;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4727;1517;557;175;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;6976
Gran Buenos Aires;LOMAS DE ZAMORA;Estatal;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4099;1218;388;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;5705
Gran Buenos Aires;LOMAS DE ZAMORA;Estatal;Urbano;13°/14°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;685;85;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;770
Gran Buenos Aires;LOMAS DE ZAMORA;Estatal;Urbano;2°;     ;     ;     ;     ;     ;     ;     ;6842;383;23;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;7248
Gran Buenos Aires;LOMAS DE ZAMORA;Estatal;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;     ;7086;475;29;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;7591
Gran Buenos Aires;LOMAS DE ZAMORA;Estatal;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;     ;6830;467;62;13;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;7373
Gran Buenos Aires;LOMAS DE ZAMORA;Estatal;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;6902;517;97;16;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;7534
Gran Buenos Aires;LOMAS DE ZAMORA;Estatal;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;6846;441;107;19;3;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;7416
Gran Buenos Aires;LOMAS DE ZAMORA;Estatal;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;6622;1179;368;96;70;29;10;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;8374
Gran Buenos Aires;LOMAS DE ZAMORA;Estatal;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;6524;1375;390;147;91;19;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;8546
Gran Buenos Aires;LOMAS DE ZAMORA;Estatal;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;6103;1437;544;248;54;7;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;8393
Gran Buenos Aires;LOMAS DE ZAMORA;Estatal;Urbano;Deambuladores;     ;30;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;30
Gran Buenos Aires;LOMAS DE ZAMORA;Estatal;Urbano;Lactantes;6;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;6
Gran Buenos Aires;LOMAS DE ZAMORA;Estatal;Urbano;Sala de 2;     ;     ;448;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;448
Gran Buenos Aires;LOMAS DE ZAMORA;Estatal;Urbano;Sala de 3;     ;     ;     ;2742;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2742
Gran Buenos Aires;LOMAS DE ZAMORA;Estatal;Urbano;Sala de 4;     ;     ;     ;     ;4204;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4204
Gran Buenos Aires;LOMAS DE ZAMORA;Estatal;Urbano;Sala de 5;     ;     ;     ;     ;     ;4710;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4710
